"";"Chrzest ognia";"COVID-19";"Czas pogardy";"Dragon Ball GT";"Dragon Ball Super";"Dragon Ball Z";"Dragon Ball";"Gra o Tron";"Grypa hiszpanka";"Honda Cicic VII";"Honda Civic IX";"Honda Civic VI";"Honda Civic VIII";"Krew elfów";"Nawa³nica mieczy. Krew i z³oto";"Nawa³nica mieczy. Stal i œnieg";"Ptasia grypa";"Starcie Królów";"Œwiñska grypa";"Wie¿a jaskó³ki"
"przybysz";0;0;0;0;0;0,00407099031236196;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"przybywaæ";0,00808423223470211;0;0,00480001288935438;0,000590266316026499;0,00115200309344505;0,0021176527453034;0;0,00257042296739281;0;0;0;0;0;0;0,00285452093950986;0,00160148715492824;0;0,00212911462814927;0;0
"przychodziæ";0;0;0;0,000793143670328732;0,000331704013555337;0;0;0,000914264901517533;0;0;0;0;0;0;0;0;0;0,00245220128832989;0;0
"przyci¹gn¹æ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"przyczyna";0;0;0;0;0;0;0;0,000262501640635254;0,00840336134453781;0;0;0;0;0;0;0,00092678405931418;0;0,000792079207920792;0,00740740740740741;0
"przyczyniaæ";0;0;0;0;0;0;0;0;0,0139576810709553;0;0;0;0;0;0;0;0,0120797385268631;0;0;0
"przydaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"przydzieliæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"przygl¹daæ";0;0;0;0,000793143670328732;0,000663408027110675;0;0;0,000914264901517533;0;0;0;0;0;0;0;0;0;0,00275872644937112;0;0
"przygotowaæ";0;0;0;0;0;0;0;0,000455956318195618;0;0;0;0,00428880393621286;0;0;0,00122971015516192;0,000804896012125211;0;0,000458604777337612;0;0,00575154170253711
"przygotowanie";0;0;0;0;0;0;0,00171360007002757;0,00121901986869004;0;0;0;0;0;0;0,00082192144951765;0;0;0,000306525161041236;0;0
"przygotowywaæ";0;0;0;0;0;0,000838531125663666;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"przyjaciel";0;0;0;0,00767643983367555;0,000755387482792779;0,00445502728056403;0,00780474151963018;0,00190854561540373;0;0;0;0;0;0,00114452648907997;0;0,000612570942950585;0;0,000349023919442208;0;0
"przyjacio³om";0;0;0;0,00102476515798463;0,000571428571428571;0;0,0014760147601476;0,000262501640635254;0;0;0;0;0;0,00173160173160173;0;0;0;0;0;0
"przyjació³";0;0;0;0,000517360605578056;0,000865470384474148;0,0013920709309097;0,00223553235842031;0,000198788971364977;0;0;0;0;0;0;0,000536132096576906;0;0;0,000199943653178846;0;0
"przyjació³mi";0;0;0;0,000683176771989752;0,000571428571428571;0,00122549019607843;0;0;0;0;0;0;0;0;0,000707964601769912;0;0;0,000264026402640264;0;0
"przyjaŸniæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"przyjaŸñ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0109997619036005
"przyj¹æ";0;0,02261955036501;0;0;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"przyjechaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0,000438538362361368;0;0
"przyjêcie";0;0;0;0,000341588385994876;0,00285714285714286;0;0;0;0;0;0;0;0;0,00173160173160173;0,00141592920353982;0;0;0,000528052805280528;0;0
"przyjmowaæ";0;0;0;0,00148331818459966;0,000496275884047488;0,000532158576644058;0;0,000227978159097809;0;0;0;0;0;0;0,00184456523274287;0;0;0,000229302388668806;0;0
"przyjrzeæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"przyjœæ";0;0;0;0;0,000331704013555337;0;0;0,000609509934345022;0;0;0;0;0;0;0;0,00107596297260767;0;0,000919575483123708;0;0
"przykry";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"przylatywaæ";0;0;0;0,00280474697950423;0,00351895576392798;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"przylecieæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0,0120797385268631;0;0;0
"przy³¹czaæ";0;0;0,00833333333333333;0,000341588385994876;0;0;0;0,000262501640635254;0;0;0;0;0;0,00173160173160173;0;0;0;0;0;0,00662251655629139
"przy³¹czenie";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"przynieœæ";0;0;0;0;0,000995112040666012;0;0;0,000609509934345022;0,0097560003986864;0;0;0;0;0;0;0;0;0,000613050322082472;0;0
"przynosiæ";0;0;0;0,000341588385994876;0,000285714285714286;0;0;0,000787504921905762;0;0;0;0;0;0;0;0,00185356811862836;0;0,00105610561056106;0;0
"przypadaæ";0;0;0;0;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0,00175415344944547;0;0
"przypadek";0;0,0238017168067159;0,00480001288935438;0;0,00016457187049215;0,000352942124217233;0;0;0,00968069826424412;0;0,00540846522744155;0;0,00398616987351228;0;0;0;0,004189102157982;0;0,00426667812387056;0
"przypadkiem";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"przypadkowy";0;0;0;0,00280474697950423;0;0;0;0;0;0;0;0;0;0;0;0,0025365760835646;0;0;0;0,0090627999806828
"przypieczêtowaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"przypominaæ";0;0;0;0,00153714773697694;0,00142857142857143;0;0,0014760147601476;0,000262501640635254;0;0,00366300366300366;0;0;0,00173010380622837;0,00173160173160173;0,000707964601769912;0;0;0,000924092409240924;0,0037037037037037;0
"przypominaj¹c";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"przypomnieæ";0;0;0;0,000467457829917371;0,00234597050928532;0;0;0;0;0;0;0;0;0;0;0,0012682880417823;0;0;0;0
"przyprowadziæ";0;0;0;0;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"przysiêga";0;0;0;0;0;0,000532158576644058;0;0,00136786895458685;0;0;0;0;0;0;0,00184456523274287;0,000804896012125211;0;0,00160511672068164;0;0,00575154170253711
"przysiêgaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"przys³aæ";0;0;0;0;0;0;0;0,00218002893745069;0;0;0;0;0;0;0;0;0;0,00219269181180684;0;0
"przys³ugiwaæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"przysparzaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"przyspieszenie";0;0;0;0;0;0;0;0;0;0,0121682347798072;0;0,00820229159231447;0;0;0;0;0;0;0;0
"przyspieszyæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"przystañ";0;0;0;0;0;0;0;0,00603753773461084;0;0;0;0;0;0,00173160173160173;0,00353982300884956;0,00741427247451344;0;0,00792079207920792;0;0
"przystêpowaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"przysz³oœæ";0;0;0;0;0,00198510353618995;0,00159647572993218;0;0,000455956318195618;0;0;0;0;0;0;0,00122971015516192;0,00160979202425042;0;0,000917209554675224;0;0
"przysz³y";0;0;0;0;0,000285714285714286;0;0;0,000262501640635254;0;0;0;0;0;0;0,00141592920353982;0,00092678405931418;0;0,000264026402640264;0;0
"przytomnoœæ";0;0;0;0,00258680302789028;0,0017309407689483;0,00185609457454627;0;0,000795155885459907;0;0;0;0;0;0;0,000536132096576906;0,00070184113662176;0;0;0,00560953026973985;0
"przytomny";0;0;0;0,00280474697950423;0,000781990169761773;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"przytrzymywaæ";0;0;0;0,00113473205632361;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przytulaæ";0;0;0;0;0,00047456115641248;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywabiaæ";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywdziaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"przywi¹zaæ";0;0;0;0;0;0;0,00245160745010137;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"przywieŸæ";0;0;0;0;0;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"przywitaæ";0;0;0;0;0,00047456115641248;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywo³aæ";0;0;0;0;0,000571428571428571;0,000612745098039216;0;0;0;0;0;0;0;0;0,000707964601769912;0,00092678405931418;0;0,000264026402640264;0;0
"przywoziæ";0;0;0;0,000467457829917371;0,000781990169761773;0;0;0;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"przywódca";0;0;0;0;0,00156398033952355;0,000838531125663666;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0;0;0
"przywracaæ";0;0;0;0;0,000949122312824961;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"przywróciæ";0;0;0;0,000341588385994876;0,000285714285714286;0,00183823529411765;0,0014760147601476;0;0;0;0;0;0;0;0;0,00185356811862836;0;0;0;0
"przyznaæ";0;0;0;0;0,000285714285714286;0;0;0,000787504921905762;0;0;0;0;0;0;0,000707964601769912;0,00092678405931418;0;0,000528052805280528;0;0
"przyznawaæ";0;0;0;0;0;0;0;0,00210001312508203;0;0;0;0;0;0,00173160173160173;0,00283185840707965;0,00185356811862836;0;0,00316831683168317;0;0
"przyzwyczaiæ";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0;0;0;0,00153935500226476;0;0;0;0
"pszczo³a";0;0;0;0,00113473205632361;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"ptactwo";0;0;0;0;0;0;0;0;0,0139576810709553;0;0;0;0;0;0;0;0,0120797385268631;0;0;0
"ptak";0;0;0,00967470039536401;0,000793143670328732;0,000331704013555337;0;0;0;0;0;0;0;0;0;0;0;0,126650623357492;0;0;0
"publiczny";0;0,0137269755987081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123034373884717;0
"puìr";0;0;0;0;0,000949122312824961;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"pu³apka";0;0;0;0,000296663636919933;0;0,000532158576644058;0,00128189342742893;0,000227978159097809;0;0;0;0;0;0,00150386631529542;0,000614855077580958;0;0;0;0;0
"punkt";0;0;0;0,000467457829917371;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0;0;0,000722631179977876;0;0
"pustelnik";0,00701754385964912;0;0;0;0,000571428571428571;0,000612745098039216;0,0044280442804428;0;0;0;0;0;0;0;0;0;0;0;0;0,00662251655629139
"pustkowie";0;0;0;0,000396571835164366;0,000331704013555337;0,000711375029070883;0;0;0;0;0;0;0;0;0;0;0;0,00153262580520618;0;0
"pusty";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"pustynia";0;0;0,0166666666666667;0,0013663535439795;0;0,000612745098039216;0,0014760147601476;0;0;0;0;0;0;0;0;0;0;0,000264026402640264;0;0
"puszcza";0;0;0;0,00113473205632361;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"puœciæ";0;0;0;0;0;0,000711375029070883;0;0,000304754967172511;0;0;0;0;0;0;0,00082192144951765;0;0;0,000306525161041236;0;0
"pycelle";0;0;0;0;0;0;0;0,00243803973738009;0;0;0;0;0;0;0,00082192144951765;0,00215192594521535;0;0,00214567612728865;0;0
"pycelle’a";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,00180657794994469;0;0
"py³";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pyp";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"pyta";0;0;0;0,00273270708795901;0,00457142857142857;0;0;0,000262501640635254;0;0;0;0;0;0,00173160173160173;0;0;0;0,00105610561056106;0;0
"pytanie";0;0;0;0,000396571835164366;0,000331704013555337;0;0;0,000609509934345022;0;0;0;0;0;0;0;0;0;0,000919575483123708;0;0
"qhorina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0,00252920912992257;0;0
"quarthu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,00219269181180684;0;0
"qyburn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0,00153935500226476;0;0;0;0
"r’hllora";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,0013156150870841;0;0
"rachunki";0;0;0;0,000567366028161804;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"rachunkowy";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"racja";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0,00473933436219256;0;0,0012682880417823;0;0;0;0
"raczej";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0,00820229159231447;0;0;0;0;0;0;0;0
"rad";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0;0;0
"rada";0;0;0;0,00255782070278149;0,0023040061868901;0,00141176849686893;0,00170037356966059;0,00241922161636971;0;0;0;0;0;0,00299221582713;0,000407788705644265;0,0010676581032855;0;0,000760398081481881;0;0
"radar";0;0;0;0,0011897155054931;0,000995112040666012;0,00142275005814177;0,00342720014005515;0;0;0;0;0;0;0;0;0;0;0;0;0
"radio";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0,0057472804409816;0;0;0;0;0;0;0
"radoœæ";0;0;0;0;0,000390995084880887;0;0;0,00107768693824631;0;0;0;0;0;0;0;0;0;0,00144526235995575;0;0
"radzi";0;0;0;0,00102476515798463;0,00171428571428571;0,00245098039215686;0;0,000787504921905762;0;0;0;0;0;0;0;0;0;0,000264026402640264;0;0
"radziæ";0;0;0;0,000934915659834742;0,000390995084880887;0,00167706225132733;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rama";0;0;0;0,000467457829917371;0;0;0,00201990080750274;0;0;0;0,00642480186423992;0;0;0;0;0;0;0;0;0
"ramiê";0;0;0;0,00102476515798463;0,000571428571428571;0,000612745098039216;0,0014760147601476;0;0;0;0;0;0;0;0;0,00092678405931418;0;0;0;0
"ramsaya";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00193767475693183;0,0012682880417823;0;0,000361315589988938;0;0
"rana";0,00609461611988143;0;0;0,000889990910759798;0,000496275884047488;0;0;0,000911912636391236;0;0;0;0;0;0;0,000614855077580958;0,000804896012125211;0;0;0;0
"randyll";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"ranek";0;0;0;0;0;0;0;0,000609509934345022;0;0;0;0;0;0,00201032735488083;0,00082192144951765;0;0;0,00183915096624742;0;0
"rani";0;0;0;0,00317257468131493;0,00232192809488736;0,00497962520349618;0,00514080021008272;0;0;0;0;0;0;0;0;0;0;0;0;0
"rani¹c";0;0;0,0114040233090259;0,000467457829917371;0,000781990169761773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raniæ";0;0;0;0,000467457829917371;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0090627999806828
"ranna";0;0;0;0,00113473205632361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0109997619036005
"ranny";0,00463834419258724;0;0;0,00135466585300157;0,00169962183628375;0,00121500744015383;0;0,000520512440564652;0;0;0;0;0;0;0,00187175659453078;0,000612570942950585;0;0,000523535879163312;0;0
"rano";0;0;0;0;0,000571428571428571;0;0;0,000525003281270508;0;0;0;0;0;0,00173160173160173;0;0,00092678405931418;0;0,000792079207920792;0;0
"rany";0;0;0;0,000677332926500784;0,000377693741396389;0,00121500744015383;0,000975592689953773;0,000694016587419537;0;0;0;0;0;0;0,000935878297265389;0,000612570942950585;0;0,000349023919442208;0;0
"rasa";0;0;0;0;0,000781990169761773;0,000838531125663666;0;0;0;0;0;0;0;0,00473933436219256;0;0;0;0;0;0
"ratowaæ";0,00350877192982456;0;0,00416666666666667;0,00529461998292058;0,004;0,00153186274509804;0,0044280442804428;0,000131250820317627;0;0;0;0;0;0;0,00106194690265487;0,00092678405931418;0;0,000132013201320132;0;0
"ratuj¹c";0;0;0;0,000467457829917371;0;0,00167706225132733;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"ratunek";0;0;0;0,000341588385994876;0,000571428571428571;0;0;0,000787504921905762;0;0;0;0;0;0,00173160173160173;0;0;0;0,000528052805280528;0;0
"rayder";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00193767475693183;0,0012682880417823;0;0,00108394676996681;0;0
"raydera";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00193767475693183;0,0025365760835646;0;0,000361315589988938;0;0
"raz";0;0;0;0,000258680302789028;0,00108183798059268;0,0013920709309097;0;0,000198788971364977;0,00636375282701579;0;0;0;0;0,00262263752870954;0;0;0;0,000199943653178846;0;0
"razem";0;0;0;0,00654755162284091;0,0100088841470043;0,00526503224066658;0,00292677806986132;0,000173504146854884;0;0;0;0;0;0,00228905297815993;0,000467939148632695;0;0;0,00087255979860552;0;0
"rdzeñ";0;0;0;0;0,000949122312824961;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"reagowaæ";0;0;0;0,000934915659834742;0;0;0;0,00107768693824631;0;0;0;0;0;0;0;0;0;0,000722631179977876;0;0
"reakcja";0;0,00959474419374943;0;0;0;0;0;0,000304754967172511;0;0;0;0;0;0;0;0,00107596297260767;0;0,000306525161041236;0;0
"realizacja";0;0;0;0;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0,0012682880417823;0;0,000361315589988938;0;0
"rebelia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"redanii";0;0;0,0138413670620307;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"reed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"reedowie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0,00108394676996681;0;0
"reedów";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,0013156150870841;0;0
"reflektor";0;0;0;0;0;0;0;0;0;0,0121682347798072;0;0,0164045831846289;0;0;0;0;0;0;0;0
"regeneracja";0;0;0;0;0;0,00305324273427147;0;0;0;0;0;0;0,0057472804409816;0;0;0;0;0;0;0
"regenerowaæ";0;0;0;0,00170209808448541;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"regis";0,0466235522089454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0109997619036005
"regulacja";0;0;0;0;0;0,000838531125663666;0;0;0;0,0100255149969458;0,00642480186423992;0;0;0;0;0;0;0;0;0
"rejon";0;0;0;0;0;0;0;0,000304754967172511;0;0;0;0,00573315578984534;0;0,00201032735488083;0;0;0;0,000306525161041236;0;0
"rekrut";0;0;0;0;0;0;0;0,0039515187735698;0;0;0;0;0;0;0;0,0012682880417823;0;0,00108394676996681;0;0
"rekrutowaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"relacja";0;0;0;0;0,000331704013555337;0;0;0,000914264901517533;0;0;0;0;0;0,00201032735488083;0;0;0;0,000306525161041236;0;0
"relacjonowaæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"renly";0;0;0;0;0;0;0;0,00174402314996055;0;0;0;0;0;0;0;0;0;0,00920930560958873;0;0
"renly’ego";0;0;0;0;0;0;0;0,00179614489707718;0;0;0;0;0;0;0,000968837378465914;0;0;0,00614236502981195;0;0
"renlym";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"reprezentant";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0,00290651213539774;0,0012682880417823;0;0;0;0
"reprezentowaæ";0;0;0;0;0,000331704013555337;0;0;0,000609509934345022;0;0;0;0;0;0,00201032735488083;0;0,00107596297260767;0;0;0;0
"reputacja";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0,0057472804409816;0;0;0;0;0;0;0
"restauracja";0;0;0;0,000567366028161804;0,00189824462564992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"reszta";0;0;0;0,00232812272510125;0,000865470384474148;0,00510426008000225;0,00335329853763046;0,000198788971364977;0;0;0;0;0;0;0;0,00070184113662176;0;0,000599830959536538;0;0
"rewan¿";0;0;0;0,000934915659834742;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0;0;0
"rewan¿owaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,00175415344944547;0;0
"rezultat";0;0;0;0;0,00142368346923744;0;0;0;0;0;0,00779795327438348;0;0;0;0;0;0;0;0;0
"rezygnacja";0;0;0;0,00113473205632361;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"rezygnowaæ";0;0;0;0,000683176771989752;0,000857142857142857;0;0;0,000262501640635254;0;0;0;0;0;0;0,000707964601769912;0,00092678405931418;0;0;0;0
"rêka";0,00404211611735105;0;0;0,00334484245748349;0,0016457187049215;0,0010588263726517;0,00255056035449089;0,00105840945716175;0;0;0;0;0;0;0,000407788705644265;0,000533829051642748;0;0,000912477697778258;0;0
"rhaegara";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0025365760835646;0;0,000361315589988938;0;0
"rickon";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"rickona";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"rience";0;0;0,0114040233090259;0;0;0;0;0;0;0;0;0;0;0,0213270046298665;0;0;0;0;0;0,0090627999806828
"riencea";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0172567693240902;0;0;0;0;0;0,0109997619036005
"riencem";0,0116558880522364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0109997619036005
"ring";0;0;0;0;0,0195497542440443;0,000838531125663666;0,00403980161500547;0;0;0;0;0;0;0;0;0;0;0;0;0
"ringo";0;0;0;0,000934915659834742;0,00430094593368975;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riverrun";0;0;0;0;0;0;0;0,00335230463889762;0;0;0;0;0;0;0,0016438428990353;0,00537981486303837;0;0,00367830193249483;0;0
"robb";0;0;0;0;0;0;0;0,0100569139166929;0;0;0;0;0;0;0,0049315286971059;0,0043038518904307;0;0,0033717767714536;0;0
"robba";0;0;0;0;0;0;0;0,00731411921214027;0;0;0;0;0;0;0,0049315286971059;0,00537981486303837;0;0,00306525161041236;0;0
"robbem";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0,00193767475693183;0;0;0,000361315589988938;0;0
"robbowi";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"robert";0;0;0;0;0;0;0;0,0100281331122732;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"roberta";0;0;0;0;0;0;0;0,00670460927779524;0;0;0;0;0;0;0,00410960724758825;0,00322788891782302;0;0,00367830193249483;0;0
"robertowi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,0013156150870841;0;0
"robi¹c";0;0;0;0;0,000949122312824961;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robiæ";0;0;0;0,00237330909535946;0,00272951736226118;0,00159647572993218;0;0,000683934477293427;0;0;0;0;0;0,00451159894588625;0;0;0;0,000687907166006418;0;0
"robot";0;0;0;0,0112189879180169;0,000390995084880887;0;0,00403980161500547;0;0;0;0;0;0;0;0;0;0;0;0;0
"robota";0;0;0;0,00680839233794165;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"roboty";0;0;0;0,00964522247875067;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rock";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0,00108394676996681;0;0
"rod";0;0;0;0,000296663636919933;0;0;0;0,00159584711368466;0;0;0,00407738402386433;0;0;0;0,000614855077580958;0,00160979202425042;0;0,00137581433201284;0;0
"rodowy";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0;0,0012682880417823;0;0,00108394676996681;0;0
"rodrik";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,00306976853652958;0;0
"rodrika";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"rodzaj";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0120797385268631;0,000877076724722736;0;0
"rodzeñstwo";0;0;0;0;0;0;0;0,000914264901517533;0;0;0;0;0;0;0,00082192144951765;0,00107596297260767;0;0,000919575483123708;0;0
"rodzice";0;0;0;0,00207664545843953;0,000248137942023744;0,000532158576644058;0,00128189342742893;0,000227978159097809;0;0;0;0;0;0,00150386631529542;0;0;0;0;0;0
"rodziæ";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"rodzimy";0;0;0;0;0,00047456115641248;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rodzina";0;0;0;0,00439756514741347;0,00389461673013366;0,00278414186181941;0,00111776617921015;0,00178910074228479;0;0;0;0;0;0;0;0;0,00550753881029003;0,000799774612715384;0;0
"rodzinny";0;0;0;0,0001967554386755;0,00016457187049215;0,000705884248434467;0,000850186784830295;0,000302402702046213;0;0,00843958310216154;0,00270423261372077;0;0;0;0,000407788705644265;0;0;0,000304159232592752;0;0
"rokowaæ";0;0,00959474419374943;0;0;0;0;0;0,000304754967172511;0;0;0;0;0;0;0;0;0;0,000306525161041236;0;0,00768850362545484
"rola";0;0;0;0;0,00117298525464266;0;0;0;0;0;0;0;0;0;0;0,0012682880417823;0;0,00180657794994469;0;0
"roose";0;0;0;0;0;0;0;0,000304754967172511;0;0;0;0;0;0;0,0032876857980706;0,00215192594521535;0;0,000613050322082472;0;0
"roose’a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
